时段,应用,描述,时长,分类
08/13/2025 20:00:00,firefox,Firefox,85,未知
08/13/2025 21:00:00,calibre-parallel,calibre worker process,3524,未知
08/13/2025 21:00:00,firefox,Firefox,62,未知
08/13/2025 22:00:00,calibre-parallel,calibre worker process,3600,未知
08/13/2025 23:00:00,calibre-parallel,calibre worker process,3466,未知
08/13/2025 23:00:00,explorer,Windows 资源管理器,4,未知
08/13/2025 23:00:00,firefox,Firefox,2,未知
08/14/2025 00:00:00,calibre-parallel,calibre worker process,2281,未知
08/14/2025 08:00:00,gameinputsvc,GameInput Host Service,24,未知
08/14/2025 08:00:00,QQ,QQ,14,未知
08/14/2025 08:00:00,Clash for Windows,Clash for Windows,2,未知
08/14/2025 08:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,47,未知
08/14/2025 08:00:00,firefox,Firefox,79,未知
08/16/2025 20:00:00,gameinputsvc,GameInput Host Service,3,未知
08/16/2025 20:00:00,explorer,Windows 资源管理器,133,未知
08/16/2025 20:00:00,PowerToys.PowerLauncher,PowerToys.Run,11,未知
08/16/2025 20:00:00,QQ,QQ,4,未知
08/16/2025 20:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/16/2025 20:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,3,未知
08/16/2025 20:00:00,Honeyview,Honeyview,183,未知
08/16/2025 20:00:00,firefox,Firefox,2,未知
08/16/2025 20:00:00,SearchApp,Search application,1,未知
08/16/2025 20:00:00,Lightroom,Adobe Lightroom Classic,241,未知
08/16/2025 20:00:00,IDMan,Internet Download Manager (IDM),47,未知
08/16/2025 21:00:00,Lightroom,Adobe Lightroom Classic,1046,未知
08/16/2025 21:00:00,explorer,Windows 资源管理器,184,未知
08/16/2025 21:00:00,IDMan,Internet Download Manager (IDM),3,未知
08/16/2025 21:00:00,gameinputsvc,GameInput Host Service,2,未知
08/16/2025 21:00:00,firefox,Firefox,180,未知
08/16/2025 21:00:00,HipsTray,火绒安全软件托盘程序,4,未知
08/16/2025 21:00:00,QQ,QQ,26,未知
08/16/2025 21:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,2,未知
08/16/2025 21:00:00,BitComet,BitComet - a BitTorrent Client,27,未知
08/16/2025 21:00:00,SearchApp,Search application,3,未知
08/16/2025 21:00:00,Listary,Listary,22,未知
08/16/2025 21:00:00,mpv,mpv,5,未知
08/16/2025 21:00:00,Honeyview,Honeyview,1,未知
08/17/2025 12:00:00,explorer,Windows 资源管理器,428,未知
08/17/2025 12:00:00,gameinputsvc,GameInput Host Service,1,未知
08/17/2025 12:00:00,QQ,QQ,2,未知
08/17/2025 12:00:00,图吧工具箱2024,图吧工具箱主程序,7,未知
08/17/2025 12:00:00,SpaceSniffer,Disk space analysis tool,1,未知
08/17/2025 12:00:00,WizTree,,22,未知
08/17/2025 12:00:00,firefox,Firefox,40,未知
08/17/2025 13:00:00,firefox,Firefox,359,未知
08/17/2025 13:00:00,IDMan,Internet Download Manager (IDM),4,未知
08/17/2025 13:00:00,explorer,Windows 资源管理器,2090,未知
08/17/2025 13:00:00,HRUpdate,火绒安全软件升级程序,4,未知
08/17/2025 13:00:00,cmd,Windows 命令处理程序,1,未知
08/17/2025 13:00:00,mpv,mpv,149,未知
08/17/2025 13:00:00,HipsTray,火绒安全软件托盘程序,3,未知
08/17/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,6,未知
08/17/2025 13:00:00,QQ,QQ,684,未知
08/17/2025 14:00:00,firefox,Firefox,13,未知
08/17/2025 14:00:00,QQ,QQ,1,未知
08/17/2025 20:00:00,explorer,Windows 资源管理器,1522,未知
08/17/2025 20:00:00,PowerToys.Peek.UI,PowerToys.Peek.UI,9,未知
08/17/2025 20:00:00,Honeyview,Honeyview,627,未知
08/17/2025 20:00:00,IDMan,Internet Download Manager (IDM),56,未知
08/17/2025 20:00:00,Listary,Listary,2,未知
08/17/2025 20:00:00,firefox,Firefox,220,未知
08/17/2025 21:00:00,firefox,Firefox,520,未知
08/17/2025 21:00:00,explorer,Windows 资源管理器,939,未知
08/17/2025 21:00:00,Typora,Typora,35,未知
08/17/2025 21:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/17/2025 21:00:00,Honeyview,Honeyview,1953,未知
08/17/2025 22:00:00,Honeyview,Honeyview,188,未知
08/17/2025 22:00:00,explorer,Windows 资源管理器,234,未知
08/17/2025 22:00:00,FileShred,火绒文件粉碎和解锁占用,8,未知
08/17/2025 22:00:00,Typora,Typora,1,未知
08/18/2025 13:00:00,PowerToys.FancyZones,PowerToys.FancyZones,9,未知
08/18/2025 13:00:00,explorer,Windows 资源管理器,6,未知
08/18/2025 13:00:00,Clash for Windows,Clash for Windows,4,未知
08/18/2025 13:00:00,QQ,QQ,52,未知
08/18/2025 13:00:00,Honeyview,Honeyview,1,未知
08/18/2025 13:00:00,firefox,Firefox,881,未知
08/18/2025 13:00:00,IDMan,Internet Download Manager (IDM),15,未知
08/18/2025 14:00:00,firefox,Firefox,1835,未知
08/18/2025 14:00:00,HRUpdate,火绒安全软件升级程序,1675,未知
08/18/2025 14:00:00,QQ,QQ,44,未知
08/18/2025 15:00:00,firefox,Firefox,1507,未知
08/18/2025 15:00:00,PlantsVsZombies,Plants vs. Zombies,1963,未知
08/18/2025 15:00:00,Clash for Windows,Clash for Windows,9,未知
08/18/2025 16:00:00,firefox,Firefox,1591,未知
08/18/2025 19:00:00,QQ,QQ,20,未知
08/18/2025 19:00:00,firefox,Firefox,1945,未知
08/18/2025 19:00:00,Clash for Windows,Clash for Windows,10,未知
08/18/2025 20:00:00,firefox,Firefox,342,未知
08/18/2025 20:00:00,Clash for Windows,Clash for Windows,1,未知
08/18/2025 20:00:00,TextInputHost,,1,未知
08/18/2025 20:00:00,PlantsVsZombies,Plants vs. Zombies,3191,未知
08/18/2025 20:00:00,PVZ杂交版专属修改器3303_V,bilibili憨憨问号制作,28,未知
08/18/2025 21:00:00,PlantsVsZombies,Plants vs. Zombies,982,未知
08/18/2025 21:00:00,firefox,Firefox,2558,未知
08/18/2025 21:00:00,explorer,Windows 资源管理器,1,未知
08/18/2025 22:00:00,HipsTray,火绒安全软件托盘程序,7,未知
08/18/2025 22:00:00,explorer,Windows 资源管理器,2,未知
08/18/2025 22:00:00,firefox,Firefox,3,未知
08/18/2025 22:00:00,QQ,QQ,12,未知
08/18/2025 22:00:00,PlantsVsZombies,Plants vs. Zombies,1,未知
08/18/2025 22:00:00,PVZ杂交版专属修改器3303_V,bilibili憨憨问号制作,1,未知
08/19/2025 13:00:00,QQ,QQ,2,未知
08/19/2025 13:00:00,PowerToys.PowerLauncher,PowerToys.Run,568,未知
08/19/2025 14:00:00,QQ,QQ,856,未知
08/19/2025 14:00:00,Listary,Listary,6,未知
08/19/2025 14:00:00,explorer,Windows 资源管理器,56,未知
08/19/2025 14:00:00,firefox,Firefox,653,未知
08/19/2025 14:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/19/2025 14:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,1,未知
08/19/2025 14:00:00,SystemSettings,设置,6,未知
08/19/2025 15:00:00,firefox,Firefox,3600,未知
08/19/2025 16:00:00,firefox,Firefox,3600,未知
08/19/2025 16:00:00,QQ,QQ,4,未知
08/19/2025 17:00:00,firefox,Firefox,2843,未知
08/19/2025 17:00:00,firefox,Firefox,1083,未知
08/19/2025 17:00:00,RtkNGUI64,Realtek高清晰音频管理器,78,未知
08/19/2025 17:00:00,explorer,Windows 资源管理器,5,未知
08/19/2025 18:00:00,firefox,Firefox,1312,未知
08/19/2025 18:00:00,RtkNGUI64,Realtek高清晰音频管理器,1,未知
08/19/2025 18:00:00,msedge,Microsoft Edge,1465,未知
08/19/2025 18:00:00,explorer,Windows 资源管理器,31,未知
08/19/2025 19:00:00,msedge,Microsoft Edge,34,未知
08/19/2025 19:00:00,firefox,Firefox,832,未知
08/19/2025 19:00:00,explorer,Windows 资源管理器,16,未知
08/19/2025 19:00:00,QQ,QQ,113,未知
08/19/2025 19:00:00,WinStore.App," ",133,未知
08/19/2025 19:00:00,SearchApp,Search application,13,未知
08/19/2025 19:00:00,Listary,Listary,1,未知
08/19/2025 19:00:00,Clash for Windows,Clash for Windows,20,未知
08/19/2025 20:00:00,QQ,QQ,595,未知
08/19/2025 21:00:00,QQ,QQ,180,未知
08/19/2025 21:00:00,firefox,Firefox,901,未知
08/19/2025 22:00:00,firefox,Firefox,1642,未知
08/19/2025 22:00:00,msedge,Microsoft Edge,565,未知
08/19/2025 22:00:00,QQ,QQ,12,未知
08/19/2025 22:00:00,QQEX,QQEX,2,未知
08/19/2025 22:00:00,WINWORD,Microsoft Word,640,未知
08/20/2025 13:00:00,QQ,QQ,4,未知
08/20/2025 13:00:00,firefox,Firefox,1524,未知
08/20/2025 13:00:00,IDMan,Internet Download Manager (IDM),34,未知
08/20/2025 13:00:00,Listary,Listary,348,未知
08/20/2025 13:00:00,HRUpdate,火绒安全软件升级程序,2,未知
08/20/2025 13:00:00,explorer,Windows 资源管理器,1,未知
08/20/2025 13:00:00,PlantsVsZombies,Plants vs. Zombies,856,未知
08/20/2025 14:00:00,firefox,Firefox,3600,未知
08/20/2025 15:00:00,firefox,Firefox,3600,未知
08/20/2025 16:00:00,firefox,Firefox,3600,未知
08/20/2025 17:00:00,firefox,Firefox,2876,未知
08/20/2025 17:00:00,msedge,Microsoft Edge,54,未知
08/20/2025 18:00:00,firefox,Firefox,3133,未知
08/20/2025 18:00:00,msedge,Microsoft Edge,27,未知
08/20/2025 18:00:00,Listary,Listary,7,未知
08/20/2025 18:00:00,Clash for Windows,Clash for Windows,54,未知
08/20/2025 18:00:00,QQ,QQ,19,未知
08/20/2025 18:00:00,explorer,Windows 资源管理器,59,未知
08/20/2025 18:00:00,mintty,MSYS2 terminal,38,未知
08/20/2025 18:00:00,Typora,Typora,121,未知
08/20/2025 19:00:00,Typora,Typora,2254,未知
08/20/2025 19:00:00,explorer,Windows 资源管理器,484,未知
08/20/2025 19:00:00,Honeyview,Honeyview,208,未知
08/20/2025 19:00:00,QQ,QQ,214,未知
08/20/2025 19:00:00,Listary,Listary,1,未知
08/20/2025 19:00:00,firefox,Firefox,164,未知
08/20/2025 19:00:00,Clash for Windows,Clash for Windows,5,未知
08/20/2025 20:00:00,firefox,Firefox,1670,未知
08/20/2025 20:00:00,Clash for Windows,Clash for Windows,43,未知
08/20/2025 20:00:00,cmd,Windows 命令处理程序,26,未知
08/20/2025 20:00:00,CredentialUIBroker,Credential Manager UI Host,1,未知
08/20/2025 20:00:00,QQ,QQ,11,未知
08/20/2025 20:00:00,explorer,Windows 资源管理器,113,未知
08/20/2025 20:00:00,Typora,Typora,909,未知
08/20/2025 20:00:00,mintty,MSYS2 terminal,407,未知
08/20/2025 20:00:00,Notepads,,371,未知
08/20/2025 20:00:00,msedge,Microsoft Edge,66,未知
08/20/2025 21:00:00,firefox,Firefox,3567,未知
08/20/2025 22:00:00,HipsTray,火绒安全软件托盘程序,3,未知
08/20/2025 22:00:00,firefox,Firefox,3589,未知
08/20/2025 22:00:00,explorer,Windows 资源管理器,2,未知
08/20/2025 22:00:00,QQ,QQ,2,未知
08/20/2025 23:00:00,firefox,Firefox,3533,未知
08/20/2025 23:00:00,Clash for Windows,Clash for Windows,6,未知
08/20/2025 23:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/21/2025 00:00:00,firefox,Firefox,573,未知
08/21/2025 00:00:00,Clash for Windows,Clash for Windows,1,未知
08/21/2025 09:00:00,QQ,QQ,18,未知
08/21/2025 09:00:00,firefox,Firefox,631,未知
08/21/2025 09:00:00,msedge,Microsoft Edge,1748,未知
08/21/2025 09:00:00,SearchApp,Search application,2,未知
08/21/2025 09:00:00,IDMan,Internet Download Manager (IDM),77,未知
08/21/2025 09:00:00,Listary,Listary,38,未知
08/21/2025 09:00:00,Listary.tmp,Setup/Uninstall,13,未知
08/21/2025 10:00:00,msedge,Microsoft Edge,601,未知
08/21/2025 10:00:00,firefox,Firefox,1522,未知
08/21/2025 10:00:00,HRUpdate,火绒安全软件升级程序,1045,未知
08/21/2025 11:00:00,firefox,Firefox,192,未知
08/21/2025 12:00:00,firefox,Firefox,1164,未知
08/21/2025 13:00:00,firefox,Firefox,3581,未知
08/21/2025 13:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/21/2025 14:00:00,firefox,Firefox,1721,未知
08/21/2025 14:00:00,msedge,Microsoft Edge,730,未知
08/21/2025 14:00:00,explorer,Windows 资源管理器,1,未知
08/21/2025 14:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,113,未知
08/21/2025 14:00:00,javaw,Java(TM) Platform SE binary,198,未知
08/21/2025 15:00:00,javaw,Java(TM) Platform SE binary,3588,未知
08/21/2025 15:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
08/21/2025 16:00:00,javaw,Java(TM) Platform SE binary,1151,未知
08/21/2025 16:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
08/21/2025 16:00:00,QQ,QQ,1,未知
08/21/2025 16:00:00,explorer,Windows 资源管理器,5,未知
08/21/2025 16:00:00,firefox,Firefox,1883,未知
08/21/2025 17:00:00,firefox,Firefox,1247,未知
08/21/2025 17:00:00,explorer,Windows 资源管理器,94,未知
08/21/2025 17:00:00,HipsTray,火绒安全软件托盘程序,4,未知
08/21/2025 17:00:00,Lightroom,Adobe Lightroom Classic,746,未知
08/21/2025 17:00:00,msedge,Microsoft Edge,6,未知
08/21/2025 17:00:00,QQ,QQ,29,未知
08/21/2025 17:00:00,Honeyview,Honeyview,22,未知
08/21/2025 17:00:00,steamwebhelper,Steam Client WebHelper,45,未知
08/21/2025 18:00:00,steamwebhelper,Steam Client WebHelper,68,未知
08/21/2025 18:00:00,firefox,Firefox,230,未知
08/21/2025 18:00:00,QQ,QQ,1,未知
08/21/2025 18:00:00,explorer,Windows 资源管理器,2,未知
08/21/2025 18:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/22/2025 14:00:00,explorer,Windows 资源管理器,89,未知
08/22/2025 14:00:00,HipsTray,火绒安全软件托盘程序,20,未知
08/22/2025 14:00:00,QQ,QQ,4,未知
08/22/2025 14:00:00,WeChat,WeChat,128,未知
08/22/2025 14:00:00,EXCEL,Microsoft Excel,79,未知
08/22/2025 14:00:00,WINWORD,Microsoft Word,78,未知
08/22/2025 14:00:00,msedge,Microsoft Edge,102,未知
08/22/2025 15:00:00,explorer,Windows 资源管理器,43,未知
08/22/2025 15:00:00,WINWORD,Microsoft Word,2918,未知
08/22/2025 15:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/22/2025 15:00:00,QQ,QQ,64,未知
08/22/2025 15:00:00,firefox,Firefox,429,未知
08/22/2025 15:00:00,msedge,Microsoft Edge,16,未知
08/22/2025 15:00:00,WeChat,WeChat,70,未知
08/22/2025 16:00:00,firefox,Firefox,1685,未知
08/22/2025 16:00:00,explorer,Windows 资源管理器,14,未知
08/22/2025 16:00:00,WeChat,WeChat,1879,未知
08/22/2025 17:00:00,WeChat,WeChat,165,未知
08/22/2025 17:00:00,firefox,Firefox,1235,未知
08/22/2025 17:00:00,explorer,Windows 资源管理器,1,未知
08/22/2025 17:00:00,Clash for Windows,Clash for Windows,79,未知
08/24/2025 12:00:00,HipsTray,火绒安全软件托盘程序,1,未知
08/24/2025 12:00:00,explorer,Windows 资源管理器,53,未知
08/24/2025 12:00:00,IDMan,Internet Download Manager (IDM),27,未知
08/24/2025 12:00:00,firefox,Firefox,881,未知
08/24/2025 12:00:00,msedge,Microsoft Edge,54,未知
08/24/2025 13:00:00,firefox,Firefox,1315,未知
08/24/2025 13:00:00,Listary,Listary,2,未知
08/24/2025 13:00:00,QQ,QQ,593,未知
08/24/2025 13:00:00,explorer,Windows 资源管理器,766,未知
08/24/2025 15:00:00,explorer,Windows 资源管理器,5,未知
08/24/2025 15:00:00,firefox,Firefox,932,未知
08/24/2025 15:00:00,QQ,QQ,30,未知
08/24/2025 16:00:00,firefox,Firefox,2179,未知
08/24/2025 16:00:00,QQ,QQ,10,未知
08/24/2025 16:00:00,msedge,Microsoft Edge,1233,未知
08/24/2025 16:00:00,explorer,Windows 资源管理器,1,未知
08/24/2025 16:00:00,SystemSettings,设置,4,未知
08/24/2025 20:00:00,firefox,Firefox,9,未知
08/24/2025 20:00:00,msedge,Microsoft Edge,117,未知
08/24/2025 20:00:00,explorer,Windows 资源管理器,83,未知
08/24/2025 20:00:00,mintty,MSYS2 terminal,58,未知
08/24/2025 20:00:00,QQ,QQ,4,未知
08/24/2025 20:00:00,cmd,Windows 命令处理程序,89,未知
08/24/2025 20:00:00,Ditto,Ditto,5,未知
08/24/2025 20:00:00,Typora,Typora,714,未知
08/24/2025 21:00:00,Typora,Typora,3430,未知
08/24/2025 21:00:00,msedge,Microsoft Edge,109,未知
08/24/2025 21:00:00,firefox,Firefox,19,未知
08/24/2025 22:00:00,Typora,Typora,854,未知
08/24/2025 22:00:00,explorer,Windows 资源管理器,255,未知
08/24/2025 22:00:00,firefox,Firefox,840,未知
08/24/2025 22:00:00,msedge,Microsoft Edge,161,未知
08/24/2025 22:00:00,cmd,Windows 命令处理程序,1,未知
08/24/2025 22:00:00,mintty,MSYS2 terminal,542,未知
08/24/2025 22:00:00,Clash for Windows,Clash for Windows,23,未知
08/24/2025 22:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/24/2025 22:00:00,Notepads,,3,未知
08/24/2025 22:00:00,CredentialUIBroker,Credential Manager UI Host,2,未知
08/24/2025 22:00:00,QQ,QQ,4,未知
08/25/2025 12:00:00,gameinputsvc,GameInput Host Service,2,未知
08/25/2025 12:00:00,Clash for Windows,Clash for Windows,5,未知
08/25/2025 12:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/25/2025 12:00:00,QQ,QQ,12,未知
08/25/2025 12:00:00,firefox,Firefox,1194,未知
08/25/2025 12:00:00,HRUpdate,火绒安全软件升级程序,549,未知
08/25/2025 13:00:00,firefox,Firefox,2282,未知
08/25/2025 14:00:00,firefox,Firefox,969,未知
08/25/2025 15:00:00,firefox,Firefox,2002,未知
08/25/2025 15:00:00,explorer,Windows 资源管理器,217,未知
08/25/2025 15:00:00,Typora,Typora,410,未知
08/25/2025 15:00:00,Listary,Listary,9,未知
08/25/2025 15:00:00,Honeyview,Honeyview,3,未知
08/25/2025 15:00:00,mspaint,画图,2,未知
08/25/2025 15:00:00,mintty,MSYS2 terminal,54,未知
08/25/2025 15:00:00,QQ,QQ,117,未知
08/25/2025 15:00:00,msedge,Microsoft Edge,681,未知
08/25/2025 16:00:00,msedge,Microsoft Edge,2330,未知
08/25/2025 17:00:00,msedge,Microsoft Edge,1039,未知
08/25/2025 19:00:00,msedge,Microsoft Edge,960,未知
08/25/2025 19:00:00,Listary,Listary,29,未知
08/25/2025 19:00:00,KwMusic,酷我音乐,435,未知
08/25/2025 19:00:00,firefox,Firefox,15,未知
08/25/2025 19:00:00,KwConfig,,19,未知
08/25/2025 19:00:00,IDMan,Internet Download Manager (IDM),6,未知
08/25/2025 19:00:00,explorer,Windows 资源管理器,72,未知
08/25/2025 19:00:00,MusicTag,Music Tag,24,未知
08/25/2025 19:00:00,Notepads,,614,未知
08/25/2025 19:00:00,mpv,mpv,100,未知
08/25/2025 20:00:00,mpv,mpv,116,未知
08/25/2025 20:00:00,Notepads,,443,未知
08/25/2025 20:00:00,explorer,Windows 资源管理器,282,未知
08/25/2025 20:00:00,firefox,Firefox,2698,未知
08/25/2025 20:00:00,QQ,QQ,13,未知
08/25/2025 21:00:00,firefox,Firefox,2524,未知
08/25/2025 21:00:00,explorer,Windows 资源管理器,157,未知
08/25/2025 22:00:00,HipsTray,火绒安全软件托盘程序,5,未知
08/25/2025 22:00:00,firefox,Firefox,3290,未知
08/25/2025 22:00:00,explorer,Windows 资源管理器,2,未知
08/25/2025 22:00:00,Clash for Windows,Clash for Windows,13,未知
08/25/2025 22:00:00,QQ,QQ,23,未知
08/25/2025 22:00:00,msedge,Microsoft Edge,111,未知
08/26/2025 10:00:00,msedge,Microsoft Edge,1785,未知
08/26/2025 10:00:00,IDMan,Internet Download Manager (IDM),18,未知
08/26/2025 10:00:00,QQ,QQ,15,未知
08/26/2025 10:00:00,firefox,Firefox,1,未知
08/26/2025 11:00:00,msedge,Microsoft Edge,952,未知
08/26/2025 13:00:00,QQ,QQ,380,未知
08/26/2025 13:00:00,EXCEL,Microsoft Excel,610,未知
08/26/2025 13:00:00,firefox,Firefox,809,未知
08/26/2025 13:00:00,msedge,Microsoft Edge,624,未知
08/26/2025 14:00:00,firefox,Firefox,1902,未知
08/26/2025 14:00:00,msedge,Microsoft Edge,1568,未知
08/26/2025 15:00:00,msedge,Microsoft Edge,654,未知
08/26/2025 16:00:00,msedge,Microsoft Edge,775,未知
08/26/2025 16:00:00,QQ,QQ,9,未知
08/26/2025 16:00:00,explorer,Windows 资源管理器,158,未知
08/26/2025 17:00:00,msedge,Microsoft Edge,2134,未知
08/26/2025 17:00:00,explorer,Windows 资源管理器,7,未知
08/26/2025 19:00:00,msedge,Microsoft Edge,10,未知
08/26/2025 19:00:00,QQ,QQ,89,未知
08/26/2025 19:00:00,firefox,Firefox,2951,未知
08/26/2025 19:00:00,RtkNGUI64,Realtek高清晰音频管理器,11,未知
08/26/2025 20:00:00,firefox,Firefox,1482,未知
08/26/2025 20:00:00,RtkNGUI64,Realtek高清晰音频管理器,2,未知
08/26/2025 20:00:00,msedge,Microsoft Edge,946,未知
08/26/2025 21:00:00,msedge,Microsoft Edge,1596,未知
08/26/2025 22:00:00,HipsTray,火绒安全软件托盘程序,23,未知
08/26/2025 22:00:00,msedge,Microsoft Edge,3322,未知
08/26/2025 22:00:00,explorer,Windows 资源管理器,1,未知
08/26/2025 22:00:00,Clash for Windows,Clash for Windows,10,未知
08/26/2025 22:00:00,SearchApp,Search application,1,未知
08/27/2025 08:00:00,QQ,QQ,41,未知
08/27/2025 08:00:00,Clash for Windows,Clash for Windows,10,未知
08/27/2025 08:00:00,msedge,Microsoft Edge,317,未知
08/27/2025 08:00:00,RtkNGUI64,Realtek高清晰音频管理器,11,未知
08/27/2025 08:00:00,firefox,Firefox,1146,未知
08/27/2025 08:00:00,IDMan,Internet Download Manager (IDM),10,未知
08/27/2025 09:00:00,firefox,Firefox,2871,未知
08/27/2025 09:00:00,Clash for Windows,Clash for Windows,8,未知
08/27/2025 09:00:00,IDMan,Internet Download Manager (IDM),16,未知
08/27/2025 09:00:00,mpv,mpv,17,未知
08/27/2025 09:00:00,QQ,QQ,23,未知
08/27/2025 09:00:00,EaseOfAccessDialog,轻松使用对话主机,14,未知
08/27/2025 09:00:00,msedge,Microsoft Edge,2,未知
08/27/2025 09:00:00,Listary,Listary,71,未知
08/27/2025 09:00:00,explorer,Windows 资源管理器,3,未知
08/27/2025 10:00:00,firefox,Firefox,129,未知
08/27/2025 10:00:00,msedge,Microsoft Edge,1306,未知
08/27/2025 10:00:00,Clash for Windows,Clash for Windows,62,未知
08/27/2025 10:00:00,mpv,mpv,267,未知
08/27/2025 10:00:00,HRUpdate,火绒安全软件升级程序,456,未知
08/27/2025 10:00:00,EaseOfAccessDialog,轻松使用对话主机,40,未知
08/27/2025 11:00:00,EaseOfAccessDialog,轻松使用对话主机,257,未知
08/27/2025 11:00:00,Clash for Windows,Clash for Windows,644,未知
08/27/2025 12:00:00,Clash for Windows,Clash for Windows,59,未知
08/27/2025 12:00:00,msedge,Microsoft Edge,39,未知
08/27/2025 12:00:00,firefox,Firefox,101,未知
08/27/2025 12:00:00,BANDIZIP-SETUP-STD-X64,Bandizip 7.39 0 Setup,17,未知
08/27/2025 12:00:00,Bandizip,Bandizip,2,未知
08/27/2025 12:00:00,Notepads,,105,未知
08/27/2025 12:00:00,mpv,mpv,59,未知
08/27/2025 13:00:00,msedge,Microsoft Edge,2928,未知
08/27/2025 13:00:00,Clash for Windows,Clash for Windows,15,未知
08/27/2025 13:00:00,obs64,OBS Studio,364,未知
08/27/2025 13:00:00,firefox,Firefox,3,未知
08/27/2025 13:00:00,explorer,Windows 资源管理器,45,未知
08/27/2025 13:00:00,mpv,mpv,52,未知
08/27/2025 13:00:00,RtkNGUI64,Realtek高清晰音频管理器,29,未知
08/27/2025 13:00:00,QQ,QQ,9,未知
08/27/2025 13:00:00,IDMan,Internet Download Manager (IDM),3,未知
08/27/2025 14:00:00,msedge,Microsoft Edge,625,未知
08/27/2025 14:00:00,Clash for Windows,Clash for Windows,12,未知
08/27/2025 14:00:00,explorer,Windows 资源管理器,1,未知
08/27/2025 14:00:00,firefox,Firefox,1100,未知
08/27/2025 14:00:00,IDMan,Internet Download Manager (IDM),3,未知
08/27/2025 15:00:00,firefox,Firefox,620,未知
08/27/2025 15:00:00,msedge,Microsoft Edge,2905,未知
08/27/2025 15:00:00,IDMan,Internet Download Manager (IDM),6,未知
08/27/2025 16:00:00,msedge,Microsoft Edge,2828,未知
08/27/2025 16:00:00,firefox,Firefox,3,未知
08/27/2025 16:00:00,Honeyview,Honeyview,26,未知
08/27/2025 16:00:00,QQ,QQ,332,未知
08/27/2025 16:00:00,steam,Steam,21,未知
08/27/2025 16:00:00,PopBlock,火绒安全软件弹窗拦截程序,1,未知
08/27/2025 16:00:00,HipsTray,火绒安全软件托盘程序,1,未知
08/27/2025 16:00:00,steamwebhelper,Steam Client WebHelper,245,未知
08/27/2025 16:00:00,IDMan,Internet Download Manager (IDM),28,未知
08/27/2025 16:00:00,explorer,Windows 资源管理器,8,未知
08/27/2025 16:00:00,Clash for Windows,Clash for Windows,6,未知
08/27/2025 17:00:00,msedge,Microsoft Edge,2245,未知
08/27/2025 17:00:00,explorer,Windows 资源管理器,1,未知
08/27/2025 17:00:00,QQ,QQ,677,未知
08/27/2025 17:00:00,IDMan,Internet Download Manager (IDM),405,未知
08/27/2025 18:00:00,IDMan,Internet Download Manager (IDM),44,未知
08/27/2025 19:00:00,msedge,Microsoft Edge,90,未知
08/27/2025 19:00:00,QQ,QQ,33,未知
08/27/2025 19:00:00,firefox,Firefox,4,未知
08/27/2025 20:00:00,explorer,Windows 资源管理器,21,未知
08/27/2025 20:00:00,Honeyview,Honeyview,31,未知
08/27/2025 20:00:00,msedge,Microsoft Edge,2617,未知
08/27/2025 20:00:00,crashreporter,,61,未知
08/27/2025 20:00:00,IDMan,Internet Download Manager (IDM),45,未知
08/27/2025 20:00:00,QQ,QQ,305,未知
08/27/2025 21:00:00,msedge,Microsoft Edge,2347,未知
08/27/2025 21:00:00,IDMan,Internet Download Manager (IDM),293,未知
08/27/2025 22:00:00,msedge,Microsoft Edge,2817,未知
08/27/2025 22:00:00,QQ,QQ,720,未知
08/27/2025 22:00:00,IDMan,Internet Download Manager (IDM),6,未知
08/27/2025 23:00:00,QQ,QQ,365,未知
08/27/2025 23:00:00,SearchApp,Search application,1,未知
08/28/2025 14:00:00,gameinputsvc,GameInput Host Service,2,未知
08/28/2025 14:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/28/2025 14:00:00,nvcplui,"NVIDIA Control Panel Application, 8.1.940.0",1,未知
08/28/2025 14:00:00,QQ,QQ,27,未知
08/28/2025 14:00:00,firefox,Firefox,1977,未知
08/28/2025 14:00:00,IDMan,Internet Download Manager (IDM),456,未知
08/28/2025 15:00:00,firefox,Firefox,1978,未知
08/28/2025 15:00:00,QQ,QQ,107,未知
08/28/2025 15:00:00,explorer,Windows 资源管理器,18,未知
08/28/2025 15:00:00,WINWORD,Microsoft Word,186,未知
08/28/2025 16:00:00,WINWORD,Microsoft Word,1362,未知
08/28/2025 16:00:00,explorer,Windows 资源管理器,100,未知
08/28/2025 16:00:00,QQ,QQ,20,未知
